industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
P,9,12,2,7,1,1,1,2,1,0,2,2,7,2,1,2,2,1,2,2,1,5,5,1,1,1,2525.666667
J,2,16,1,12,3,4,4,1,1,0,3,5,12,2,5,2,2,4,2,4,4,1,1,1,5,2,6833.416667
P,2,16,1,12,6,4,5,2,2,0,3,1,13,1,6,5,3,5,2,4,5,1,5,1,4,3,1300
G,5,14,2,11,9,4,3,1,2,0,3,3,7,2,1,5,2,5,5,3,3,5,5,1,1,1,3599.65
C,3,16,2,12,1,1,1,1,3,0,2,4,12,2,1,3,3,4,1,5,2,1,5,1,5,2,3300
H,7,12,1,7,6,4,5,1,3,0,1,3,7,3,1,3,3,4,5,5,4,5,5,1,1,1,3466.666667
K,3,16,2,12,5,1,1,1,1,0,3,3,12,2,5,3,2,2,1,5,3,1,5,1,1,2,3958.333333
P,3,16,2,12,4,2,1,2,3,0,3,3,11,1,6,2,1,3,3,2,2,2,5,1,1,2,4191.666667
R,9,12,1,7,6,5,5,1,1,0,3,3,7,1,1,5,1,5,3,5,1,5,5,2,1,0,1099.583333
H,9,16,1,12,9,1,1,1,2,0,5,4,7,2,5,2,2,2,2,5,3,5,5,1,3,2,2340
Q,5,14,2,11,5,1,1,1,3,0,2,4,7,2,3,4,3,4,1,4,2,5,4,1,1,2,1601.6
C,3,12,1,7,4,5,1,1,3,1,1,5,7,1,1,4,1,5,5,5,4,5,5,1,2,1,5412.5
H,8,12,1,7,9,5,5,1,1,0,1,1,9,1,4,2,2,5,2,5,5,4,5,1,5,1,3822
H,7,13,1,9,5,1,1,2,3,0,1,4,7,3,5,5,3,4,1,3,2,5,5,1,1,1,5910.666667
J,2,18,1,13,5,3,2,1,3,1,4,3,12,1,6,2,2,5,4,5,5,1,5,1,4,2,8375
K,3,12,1,7,4,2,1,1,3,0,3,3,12,2,1,2,2,2,1,5,4,1,1,1,1,2,6500
F,7,12,1,7,8,1,3,2,2,0,3,3,7,1,3,3,2,5,4,5,3,5,5,1,1,1,3850
P,1,18,2,13,2,4,4,2,1,5,4,5,13,1,6,3,2,5,2,5,4,1,5,1,2,2,8500
O,5,16,2,12,5,4,1,2,3,0,1,1,7,2,1,1,3,2,2,5,2,1,1,1,1,1,916.6666667
I,1,12,2,7,4,5,5,1,1,3,5,2,3,1,1,3,3,5,5,5,3,5,5,1,5,1,2608.666667
F,3,18,1,13,6,3,3,1,3,0,4,5,12,1,6,3,3,5,2,2,3,1,2,1,1,2,5200
P,2,18,2,13,2,5,5,2,1,0,4,3,12,1,1,3,2,5,5,5,4,5,5,1,2,2,4333.333333
Q,3,16,2,12,2,5,5,3,1,0,3,3,12,2,1,2,3,5,5,4,3,5,5,1,1,1,3146.666667
C,8,12,1,7,5,3,1,1,3,0,1,1,7,2,3,5,3,3,2,4,4,4,5,1,1,1,5833.333333
P,2,18,1,13,2,5,4,2,2,0,1,3,13,1,4,4,2,5,4,3,4,1,5,1,3,2,6557.85
P,2,18,1,13,3,5,5,2,3,0,1,3,13,1,5,5,1,4,5,4,2,1,3,1,2,2,2083.333333
Q,3,16,2,12,5,3,2,3,3,0,3,5,11,2,5,4,2,5,5,5,3,4,5,1,4,3,3258.85
Q,2,16,2,12,8,1,1,1,3,0,3,3,11,2,6,4,1,1,5,5,5,5,5,1,1,1,12566.66667
P,2,16,1,12,3,5,5,2,3,3,1,3,12,2,1,3,1,5,5,5,4,2,5,1,2,2,3833.333333
P,2,19,2,13,2,5,5,2,3,0,1,4,12,1,1,5,1,5,5,5,4,5,5,1,3,2,6250
Q,3,12,2,7,8,5,5,1,3,0,1,3,7,2,1,5,3,5,5,5,4,3,5,1,1,1,2592.666667
G,5,12,2,7,4,5,1,1,2,2,2,3,7,1,1,5,2,5,4,3,4,5,5,1,1,2,975
G,9,9,1,3,0,1,1,1,3,0,3,3,3,1,1,4,2,5,3,5,4,5,3,2,1,0,440.9166667
I,5,12,2,7,1,1,1,1,3,0,3,3,7,2,1,5,2,1,1,1,1,5,5,1,1,1,1516.666667
Q,3,13,1,9,8,5,1,1,1,0,4,4,9,1,2,5,1,5,5,5,5,5,5,1,1,1,2556.666667
R,1,16,2,12,4,5,5,1,3,5,2,5,12,1,5,5,2,5,5,5,3,2,1,1,4,2,4333.333333
I,1,16,1,12,5,5,3,1,3,0,3,4,12,3,6,2,2,4,4,5,3,1,5,1,4,2,8333.333333
R,2,12,2,7,4,5,5,3,3,3,5,3,7,2,5,5,2,5,5,5,4,5,5,1,1,2,1323.833333
R,5,16,1,12,3,5,1,3,2,0,3,3,12,2,5,1,3,4,4,2,5,1,1,1,1,1,4030
Q,4,12,2,7,4,2,1,1,3,0,2,3,7,1,1,2,2,5,1,5,2,1,5,1,2,3,2600
C,8,12,1,7,6,4,1,1,1,0,3,3,7,1,5,4,2,4,2,5,4,4,5,2,1,0,3618.4
I,5,12,2,7,1,5,5,2,3,0,4,2,3,2,1,3,3,3,2,5,1,5,5,1,1,2,1500
G,5,12,2,7,4,3,3,1,3,0,5,2,7,2,4,5,1,4,4,4,2,5,4,1,1,1,2300.2
G,7,12,2,7,6,2,3,1,2,0,4,2,7,3,1,3,2,3,4,3,2,2,5,1,1,1,3282.25
K,4,16,2,12,1,2,1,1,3,0,5,5,12,1,2,4,2,3,4,4,4,1,5,1,4,2,4125
C,2,16,1,12,4,4,2,1,1,1,2,3,12,1,5,4,2,4,4,5,5,2,2,1,5,3,4918.333333
F,3,9,1,3,0,5,5,1,3,2,1,4,7,1,5,5,2,5,2,5,5,5,5,2,1,0,3371.666667
D,1,16,2,12,5,4,2,1,1,2,5,3,12,1,6,2,2,3,3,4,3,2,2,1,5,2,10083.33333
G,5,9,2,3,0,1,3,1,3,0,3,5,3,1,3,5,3,4,2,2,2,4,5,1,1,2,845
J,1,16,1,12,5,5,5,1,1,3,4,4,12,1,6,5,2,5,5,5,4,2,5,1,5,3,25000
K,2,12,2,7,4,5,1,2,1,0,3,4,11,1,4,5,2,5,4,4,2,1,5,1,1,2,7732.666667
Q,3,12,2,7,4,1,4,1,3,0,1,3,7,1,3,1,1,5,5,3,2,1,5,2,1,0,1690
S,5,13,2,9,8,1,1,1,3,0,4,4,7,1,6,4,2,5,5,1,1,5,5,1,1,1,2426.666667
M,1,16,1,12,3,4,5,1,1,1,4,4,12,1,6,3,1,5,3,5,4,2,5,1,3,1,27500
Q,2,16,2,12,2,5,1,1,3,1,2,3,11,1,4,2,2,4,4,5,4,1,1,1,1,1,4750
Q,3,12,2,7,8,5,5,1,2,0,5,5,7,1,3,5,2,1,4,5,5,5,5,1,1,1,3466.666667
H,8,12,1,7,1,1,1,1,1,0,2,2,7,1,3,1,2,1,1,5,5,5,5,1,1,1,7968.566667
P,4,13,2,9,9,5,5,2,3,0,2,3,7,1,3,4,2,3,3,4,4,3,5,1,3,2,1541.666667
Q,7,16,1,12,3,1,1,2,3,0,1,2,11,1,3,2,2,2,5,5,5,5,5,1,1,2,6216.666667
C,3,6,1,2,0,2,3,1,1,3,4,3,7,2,6,4,2,4,3,4,3,5,5,1,1,1,7396.333333
Q,5,12,1,7,4,1,1,1,3,0,1,2,7,1,5,5,1,1,1,5,1,5,5,2,1,0,1430
C,5,16,1,12,4,5,4,1,1,0,3,3,12,2,5,3,2,5,4,4,3,3,5,1,4,2,8833.333333
C,8,12,1,7,6,1,1,1,3,0,1,2,7,1,3,5,2,3,3,3,3,2,5,2,1,0,4166.666667
H,4,14,2,11,8,1,1,1,3,0,2,5,7,2,1,5,1,4,2,5,2,2,5,1,1,1,1316.666667
F,9,12,2,7,1,3,2,1,3,0,5,5,7,1,2,2,1,2,3,2,2,5,5,2,1,0,2426.666667
C,8,13,1,9,9,1,1,1,3,0,2,3,7,2,2,1,3,2,2,4,1,3,2,2,1,0,1434.166667
Q,3,16,2,12,8,5,5,1,1,0,1,3,11,1,1,3,2,5,5,5,1,5,5,1,2,1,4633.333333
O,2,18,1,13,6,5,4,2,2,1,2,5,12,1,1,4,2,5,3,5,4,3,5,1,3,2,9166.666667
Q,3,13,2,9,8,1,1,1,3,1,4,3,9,1,1,3,2,4,2,4,3,5,5,1,1,1,3022.826667
M,2,16,2,12,4,5,1,1,2,0,1,3,11,1,4,5,1,5,2,5,4,4,5,1,2,2,2164.166667
M,3,12,2,7,8,1,1,1,3,1,2,3,12,2,5,3,1,1,3,3,2,1,5,1,1,2,4166.666667
N,5,12,2,7,4,2,4,1,2,0,2,4,7,2,1,2,2,2,4,2,1,5,5,2,1,0,700
G,5,14,2,11,8,5,1,1,2,2,1,4,1,1,1,5,3,4,3,5,3,5,5,1,1,1,1485.16
K,2,16,2,12,4,4,2,1,2,0,3,4,12,2,4,4,1,5,4,5,5,2,5,1,2,2,3585
G,5,9,2,3,0,1,1,1,1,0,3,4,3,1,1,2,2,4,2,5,2,4,4,1,1,2,586.6666667
G,5,12,2,7,4,1,1,1,3,0,3,4,7,2,1,4,3,3,1,4,1,4,5,2,1,0,516.75
D,3,14,1,11,5,5,1,1,2,2,2,3,12,2,3,2,1,5,4,5,4,4,5,1,2,2,8396.666667
F,3,12,1,7,6,5,4,1,2,4,2,5,9,2,6,5,1,5,4,4,4,2,2,1,2,1,13520
P,2,13,2,9,2,1,1,2,3,0,1,3,9,3,5,5,2,5,5,5,5,5,5,1,1,1,1950
M,2,16,1,12,3,5,5,1,3,0,4,5,7,2,5,3,1,4,3,5,5,3,5,1,2,2,6666.666667
O,2,18,1,13,4,4,2,2,3,1,3,5,11,3,3,3,1,4,4,4,3,2,2,1,2,2,7041.666667
O,5,14,2,11,1,1,1,2,3,0,5,5,7,1,1,5,1,4,5,4,4,4,1,1,1,1,1016.666667
C,7,12,1,7,6,2,5,1,3,0,3,2,7,1,5,5,1,5,4,5,2,5,5,1,1,2,7666.666667
Q,1,16,2,12,8,4,5,3,1,4,5,2,12,1,5,5,1,5,4,5,5,2,5,1,5,2,8683.333333
K,3,16,1,12,1,1,1,1,3,0,1,4,12,2,1,5,2,3,5,5,4,1,5,1,1,3,3289.866667
P,5,12,2,7,4,3,1,2,1,0,1,5,7,2,1,5,1,5,4,2,1,5,5,1,1,1,4324.666667
C,8,14,2,11,1,1,1,1,1,0,1,3,7,1,1,1,3,1,1,1,1,5,5,2,1,0,1733.333333
I,5,9,1,3,0,5,1,1,1,1,2,4,3,3,1,5,2,5,5,5,4,5,5,2,1,0,469.1666667
N,9,9,1,3,0,1,1,1,3,0,1,3,7,2,1,1,1,1,1,5,4,5,5,1,1,1,2773.333333
P,4,18,2,13,6,1,1,2,3,0,2,3,9,1,3,2,1,1,2,4,2,1,5,1,4,2,2645.333333
P,5,12,1,7,4,5,1,2,1,0,5,5,7,2,3,5,1,5,5,5,1,1,1,2,1,0,247
C,8,12,2,7,8,1,1,1,3,0,1,1,2,2,1,1,5,1,1,2,1,5,5,2,1,0,866.6666667
N,2,16,2,12,9,3,3,1,1,0,2,3,9,1,1,2,3,5,3,3,2,3,5,1,5,2,3216.666667
G,5,9,2,3,0,1,1,1,1,0,4,3,7,1,3,2,1,5,2,5,1,5,5,1,1,1,2833.333333
C,8,13,1,9,6,2,4,1,1,0,3,4,7,2,1,3,3,4,4,5,4,5,5,2,1,0,2060
I,5,12,2,7,8,1,3,1,3,0,3,3,7,2,1,4,3,5,2,5,3,4,5,1,1,1,1300
C,8,9,1,3,0,4,3,1,3,1,1,2,7,2,5,4,2,4,5,5,5,4,1,1,1,2,2473.333333
O,4,12,2,7,4,2,2,2,1,0,3,4,7,3,6,3,2,3,2,4,2,1,4,1,1,2,5833.333333
H,9,12,1,7,1,1,5,1,3,0,2,4,7,1,2,2,2,2,3,5,1,5,1,1,5,1,1950
C,7,12,1,7,6,3,1,1,3,0,1,5,7,2,5,5,1,4,3,4,5,5,5,1,2,2,3446.666667
O,1,14,2,11,4,1,5,2,1,1,4,3,7,2,6,5,1,2,4,4,3,3,5,1,3,2,5094.666667
I,5,9,2,3,0,4,4,2,2,0,4,4,7,2,2,5,2,5,5,3,4,5,5,2,1,0,1316.666667
L,5,12,1,7,3,3,1,1,3,1,3,4,7,2,5,4,3,4,4,5,5,5,5,1,1,1,3244.166667
N,5,12,2,7,4,1,1,1,2,0,3,4,7,1,3,3,3,4,3,4,4,5,5,2,1,0,1110.416667
N,4,16,2,12,4,5,5,1,1,0,3,4,7,1,2,5,4,5,5,5,4,5,5,1,3,2,5000
O,2,16,2,12,4,5,5,2,3,3,3,4,12,1,6,5,2,5,3,5,5,5,5,1,3,2,4750
I,4,18,2,13,3,5,5,1,3,0,2,3,7,1,5,2,3,4,1,3,1,1,5,1,1,2,3033.333333
C,2,16,1,12,5,1,1,1,3,0,1,3,12,1,5,5,2,5,2,5,5,1,5,1,2,2,6916.666667
N,1,16,2,12,3,1,1,1,3,1,1,1,11,3,6,2,2,5,3,5,5,1,5,1,1,2,3033.333333
G,9,14,1,11,1,3,1,1,2,0,1,1,7,1,2,4,5,5,4,5,2,5,5,1,1,2,2010
C,8,12,1,7,1,5,5,1,3,0,1,1,7,1,1,5,2,4,1,3,2,5,5,2,1,0,2166.666667
C,3,14,1,11,6,2,3,1,1,0,2,5,11,2,6,1,5,4,4,4,3,2,5,1,4,2,5041.666667
N,5,18,1,13,4,2,2,1,2,0,1,2,7,1,3,1,5,4,4,5,4,5,5,1,1,2,1833.333333
N,3,12,1,7,1,4,5,1,3,2,3,4,7,2,1,1,2,5,5,4,3,5,5,1,2,2,5750
I,5,12,2,7,8,1,1,1,3,0,3,3,7,2,5,5,1,5,5,5,1,5,5,2,1,0,2601.666667
I,9,12,1,7,1,5,2,1,3,0,2,2,7,3,2,2,1,5,5,1,5,5,5,2,1,0,1350.833333
H,8,12,2,7,1,1,1,1,3,0,1,2,7,2,6,5,1,4,1,5,4,1,5,2,1,0,2666.666667
S,2,18,2,13,2,3,5,3,1,0,2,3,13,1,6,5,2,4,5,5,5,5,5,1,5,3,3000
C,5,14,1,11,1,5,5,1,3,0,3,4,3,1,1,3,3,4,4,5,2,5,5,2,1,0,975
C,2,18,2,13,4,5,5,1,2,0,5,4,12,1,5,4,2,5,4,5,4,2,5,1,5,2,7750
Q,2,16,2,12,8,5,5,1,3,0,1,3,12,2,2,3,1,5,5,5,5,5,5,1,1,1,9805
Q,2,16,2,12,8,5,5,1,1,0,1,3,11,3,5,5,2,5,4,5,4,5,5,1,4,2,6396
C,7,16,1,12,4,2,2,1,1,0,2,4,7,2,5,3,2,4,3,3,3,2,5,1,2,1,6916.666667
F,7,9,1,3,0,4,1,1,3,0,3,4,7,1,4,1,1,5,1,3,3,5,5,2,1,0,3200
P,9,12,2,7,1,1,1,3,3,0,3,2,7,1,6,2,2,1,5,1,1,5,5,2,1,0,1516.666667
C,3,16,2,12,6,1,4,1,3,0,4,3,9,2,5,3,2,5,2,5,3,5,4,1,1,2,4326.666667
Q,2,13,2,9,8,5,5,1,3,3,4,3,9,3,5,3,1,5,3,2,2,5,5,1,4,2,4416.666667
M,3,12,2,7,8,1,4,1,3,0,2,1,12,2,6,1,1,1,1,2,2,5,5,1,1,1,3250
C,1,13,1,9,5,2,3,1,3,1,4,5,12,2,5,5,1,4,2,2,3,2,5,1,2,2,6333.333333
F,7,6,1,2,0,5,5,1,3,0,5,4,1,1,3,5,1,5,5,5,2,5,5,2,1,0,3033.333333
O,3,16,1,12,5,4,3,2,3,0,4,4,12,1,5,3,2,3,3,5,4,4,4,1,2,2,8333.333333
I,9,9,1,3,0,1,1,1,2,0,4,3,3,1,3,3,2,2,3,4,3,5,5,2,1,0,298
C,3,14,1,11,5,5,1,1,2,0,3,4,11,1,5,3,2,5,3,5,5,3,5,1,1,1,5850
F,1,16,1,12,6,3,4,2,2,4,4,4,12,1,6,2,1,5,5,2,2,2,5,1,1,2,5200
S,7,9,1,3,0,1,1,3,3,0,1,2,3,2,1,1,2,4,3,5,5,4,5,2,1,0,741
P,2,16,2,12,2,5,1,1,3,1,2,3,7,2,3,1,3,3,2,5,2,2,5,1,1,1,2600
Q,3,12,2,7,8,5,5,3,3,1,1,3,11,2,3,3,1,5,3,5,4,5,5,2,1,0,5000
I,9,6,2,2,0,1,1,1,3,0,2,3,7,2,3,1,2,1,2,1,1,5,5,2,1,0,1354.166667
P,2,18,2,13,2,2,3,2,2,0,3,4,13,1,6,5,2,5,5,5,4,1,5,1,3,2,8250
O,5,14,1,11,4,5,5,2,3,0,2,3,7,1,1,2,2,5,4,5,4,4,5,1,1,2,3253.466667
F,7,12,2,7,8,1,1,2,2,0,4,3,7,1,5,3,2,1,1,4,4,5,5,2,1,0,3055.866667
N,6,21,2,14,1,1,1,1,3,0,1,1,1,1,6,1,3,1,1,1,1,5,5,2,1,0,260
S,5,12,2,7,8,2,1,2,3,0,3,3,7,1,1,1,2,1,1,5,5,1,1,2,1,0,2651.333333
P,3,12,1,7,4,3,5,2,1,0,2,4,7,3,3,4,1,3,2,2,5,3,3,1,3,3,2000
C,1,12,1,7,4,5,4,1,3,1,2,3,7,1,3,5,2,4,3,3,2,4,5,1,1,1,5416.666667
I,5,9,2,3,0,5,1,2,3,0,3,3,7,1,1,4,2,1,1,5,1,1,5,1,1,2,270.8333333
H,7,13,1,9,1,2,1,2,3,0,2,5,9,2,5,1,2,5,4,3,2,5,5,2,1,0,2916.666667
F,5,16,1,12,4,5,4,1,1,0,3,5,12,1,6,2,1,5,5,3,3,1,1,1,1,2,6833.333333
C,7,12,1,7,6,5,4,1,3,0,1,3,7,1,3,5,3,5,4,3,2,5,5,1,1,1,3425
M,3,14,1,11,7,5,5,1,1,0,1,4,7,1,5,2,2,5,5,5,1,5,5,1,3,1,3575.083333
D,2,18,1,13,6,4,4,1,2,3,3,4,13,1,6,2,1,5,4,4,3,4,5,1,2,3,9166.666667
K,2,16,2,12,5,3,2,1,3,0,4,3,12,1,5,4,2,4,4,4,3,1,5,1,3,2,6833.333333
G,5,12,1,7,4,5,4,1,3,1,2,3,3,1,1,5,2,5,5,4,4,5,5,1,1,2,1046.5
H,9,12,2,7,1,1,1,1,3,0,1,5,7,2,1,2,3,1,2,5,2,4,2,2,1,0,3900
C,7,12,1,7,1,1,1,1,2,0,1,4,7,2,5,5,2,1,5,5,5,5,5,2,1,0,2426.666667
J,2,16,1,12,5,5,5,1,3,0,3,3,12,1,6,3,2,2,2,2,4,1,5,1,1,2,11666.66667
G,5,16,1,12,5,5,1,1,3,0,3,1,7,2,3,4,3,5,1,5,4,4,1,1,1,1,1040
F,3,12,1,7,4,3,2,2,3,3,1,4,9,1,5,5,1,4,2,4,3,5,5,1,1,1,4702.533333
O,5,14,1,11,4,4,5,2,2,3,3,2,11,1,1,2,2,4,3,5,3,3,3,1,2,2,5250
C,3,16,1,12,9,5,5,1,2,2,2,3,12,1,6,4,2,4,2,5,4,5,5,1,2,2,13166.66667
O,4,18,1,13,2,1,4,2,3,0,5,5,7,1,5,1,1,5,5,5,4,1,5,1,1,1,2773.333333
C,8,12,2,7,1,1,1,1,3,0,2,1,7,1,3,5,2,5,1,4,4,5,5,2,1,0,1951.733333
G,4,12,1,7,8,4,2,1,1,0,3,4,11,3,5,3,2,2,4,2,2,5,5,1,1,1,2850
F,2,16,1,12,6,4,4,1,2,4,3,5,12,1,6,3,2,5,4,3,4,1,1,1,4,2,10000.08333
Q,2,13,2,9,4,5,5,3,2,3,2,4,9,1,3,4,3,5,5,5,5,5,5,1,2,2,3666.666667
Q,3,12,2,7,8,5,5,3,3,0,1,2,9,1,3,3,1,5,3,5,1,5,5,1,1,1,2500.833333
F,3,12,1,7,1,1,1,1,3,1,5,5,7,3,3,3,4,2,5,4,3,5,5,2,1,0,1950
I,5,14,1,11,9,1,1,1,1,0,2,3,7,2,5,4,3,2,4,2,1,5,5,2,1,0,3315
I,5,12,2,7,3,5,5,1,1,2,5,1,7,1,5,5,2,5,4,5,1,5,5,1,3,1,3373.333333
F,9,12,1,7,6,2,1,1,3,0,2,3,7,1,1,5,1,5,5,5,5,5,5,2,1,0,2184
C,3,16,2,12,5,1,2,1,3,0,5,4,12,2,5,3,4,3,3,5,5,1,5,1,1,2,2555.833333
G,5,12,2,7,4,5,5,1,3,0,1,3,7,1,1,5,2,5,1,4,3,5,5,1,3,2,1365
K,1,16,1,12,5,3,2,2,1,2,4,4,12,1,5,2,2,3,2,3,2,2,2,1,5,2,9166.666667
J,2,12,1,7,5,3,1,1,1,0,3,5,12,2,6,5,2,5,2,4,4,2,2,1,3,3,4795.833333
F,7,9,1,3,0,1,1,1,1,0,2,4,3,2,5,2,2,1,1,5,4,5,5,2,1,0,1950
P,3,9,2,3,0,5,1,1,1,0,2,5,3,3,1,1,1,5,5,5,1,1,5,1,1,1,715
P,2,16,2,12,2,3,1,2,1,0,2,3,12,1,1,5,2,2,3,5,3,2,2,1,3,2,3208.333333
C,8,13,1,9,6,5,5,1,2,0,1,5,9,1,6,2,3,5,2,4,5,4,5,1,1,2,5112.733333
I,4,12,1,7,4,4,4,2,2,2,2,5,3,2,3,4,3,4,2,2,2,1,5,1,5,1,1662.5
I,1,18,2,13,1,3,2,1,1,1,3,4,12,1,5,2,1,5,3,5,4,1,5,1,2,2,5141.666667
Q,5,12,2,7,1,1,2,2,3,0,1,1,7,1,3,3,3,1,1,4,1,1,5,2,1,0,200
F,9,12,2,7,1,1,1,1,3,0,4,3,1,1,5,4,1,4,1,3,1,5,5,2,1,0,2166.666667
Q,2,12,2,7,2,2,3,3,3,0,5,5,7,3,5,3,1,4,3,3,3,2,2,1,3,2,3633.333333
I,5,16,1,12,2,5,4,2,1,0,1,2,7,2,3,5,3,5,5,1,1,5,5,2,1,0,2340
M,2,12,1,7,4,1,1,3,1,0,3,4,12,2,5,3,2,5,2,5,4,5,5,1,1,2,5625
Q,3,12,2,7,8,1,1,1,3,1,3,2,7,1,5,3,2,1,4,4,2,2,2,1,1,1,1080.933333
Q,2,14,2,11,8,2,2,2,3,0,3,3,11,1,5,2,1,4,2,3,2,4,5,1,1,2,4758.333333
O,3,16,1,12,9,2,2,1,2,0,3,3,12,1,3,3,2,4,1,5,5,5,5,1,2,1,4333.333333
M,3,16,2,12,8,2,1,1,1,3,2,3,9,2,6,5,1,4,5,5,4,5,5,1,1,1,4158.333333
L,5,9,1,3,0,1,5,1,3,0,2,4,7,3,6,2,1,5,3,5,5,5,5,1,3,1,3120
M,1,16,2,12,1,4,2,1,1,1,3,4,13,1,6,2,2,4,3,4,3,1,5,1,2,2,5041.666667
Q,3,13,2,9,8,1,1,1,3,0,1,3,9,1,3,5,2,1,1,4,2,5,5,2,1,0,3052.4
P,2,16,2,12,2,2,1,2,2,0,1,5,12,1,3,2,4,2,5,5,3,5,5,1,1,2,4416.666667
Q,5,12,2,7,4,5,1,1,2,0,3,5,7,1,4,1,1,5,1,4,4,5,2,2,1,0,1111.5
H,9,12,2,7,1,1,1,1,3,0,1,4,7,2,3,4,2,5,4,1,1,5,5,2,1,0,2080
M,3,13,2,9,1,5,5,2,3,1,4,3,9,1,5,5,1,5,5,5,4,1,5,1,1,3,4583.333333
Q,3,12,2,7,8,1,2,1,3,0,3,3,7,1,5,3,2,2,3,5,4,2,5,1,1,2,3044.666667
Q,3,12,1,7,1,1,1,2,1,0,1,4,7,2,5,5,2,5,2,5,5,1,5,1,5,3,3541.666667
I,9,9,2,3,0,4,1,1,3,0,1,1,7,1,1,2,2,4,3,3,2,5,5,2,1,0,1521
P,2,16,2,12,3,1,2,2,3,0,1,4,12,1,5,2,3,5,5,2,2,1,5,1,2,2,4000
F,5,9,2,3,0,5,5,1,1,0,2,4,7,1,3,5,1,5,5,1,1,5,5,2,1,0,3676.25
Q,3,12,2,7,8,5,5,1,2,1,3,2,11,1,1,2,2,5,5,5,3,5,5,1,1,1,3640
S,5,9,1,3,0,1,1,1,1,0,3,3,3,2,1,1,2,5,1,5,2,5,1,2,1,0,728
S,3,18,1,13,4,3,4,1,2,0,3,4,12,1,5,4,2,4,3,5,4,3,4,1,3,2,5625
F,7,12,1,7,6,1,4,1,3,1,4,5,7,2,1,3,2,5,5,5,5,3,1,2,1,0,3153.333333
I,5,12,2,7,6,4,2,2,3,0,4,3,7,2,3,4,1,4,2,5,3,5,5,1,1,1,650
I,4,12,2,7,4,5,1,1,1,0,3,3,9,3,5,4,4,1,4,5,4,5,5,1,2,2,2548
P,3,16,1,12,3,2,2,1,3,0,3,5,12,1,5,5,1,2,2,2,4,2,2,1,4,2,5583.333333
O,8,12,1,7,6,4,2,2,1,0,3,4,7,1,1,2,2,5,2,5,2,5,5,1,1,1,5073.033333
N,5,14,1,11,4,1,1,1,3,0,1,3,7,1,1,4,3,4,5,5,2,4,1,2,1,0,2140.666667
L,3,13,2,9,7,5,5,1,2,0,1,4,7,1,5,3,2,5,4,5,4,4,5,1,1,2,2340
M,4,12,2,7,4,5,5,2,3,0,4,3,7,1,1,2,2,1,1,5,1,1,5,1,1,1,1164.583333
P,5,14,1,11,5,5,5,1,2,0,1,3,11,2,5,2,4,2,2,1,2,5,5,1,1,2,2426.666667
C,8,14,1,11,6,3,2,1,3,0,5,3,12,3,6,5,2,4,3,5,4,3,3,1,3,3,6691.833333
C,3,14,1,11,6,5,1,1,2,0,5,3,7,1,5,5,2,4,3,3,2,3,5,1,2,1,5700
N,7,12,1,7,1,1,1,1,3,0,3,4,7,1,4,3,1,3,4,4,2,5,5,1,1,1,4969.733333
Q,1,12,2,7,3,5,3,1,3,1,1,3,12,2,6,2,3,5,4,5,2,2,5,1,2,2,4333.333333
F,7,9,1,3,0,1,1,1,3,0,1,1,1,1,1,5,2,1,2,5,1,5,5,2,1,0,2764.666667
H,9,12,2,7,6,4,4,1,2,0,1,4,7,1,3,3,4,3,4,3,2,3,3,1,1,2,2426.666667
H,8,12,1,7,1,1,5,1,3,0,1,1,1,1,1,1,2,3,2,5,2,3,5,1,1,1,2426.666667
I,5,12,2,7,4,2,2,1,3,3,1,2,7,1,1,5,2,3,3,3,3,5,5,1,2,2,3220.833333
H,9,16,2,12,7,1,1,1,2,0,3,3,7,2,3,2,2,1,1,3,2,2,2,1,1,2,2000
Q,3,16,2,12,4,5,5,1,3,0,3,5,7,2,1,3,2,3,2,5,4,1,5,1,1,2,3091.666667
B,1,16,2,12,3,4,4,1,2,0,3,3,12,1,5,3,2,1,1,5,4,1,5,1,3,2,2800
Q,3,12,2,7,8,5,2,2,3,0,4,3,7,3,2,5,5,5,3,5,5,5,5,1,3,3,3484.833333
O,3,18,1,13,4,4,2,2,1,0,3,2,11,2,5,4,3,5,4,5,4,1,5,1,3,2,4166.666667
H,8,13,1,9,6,1,1,2,3,0,1,4,7,1,1,5,2,5,4,5,5,5,5,1,1,1,7797.733333
K,2,16,2,12,3,5,5,1,2,0,5,4,12,1,6,5,1,3,2,2,4,2,5,1,4,2,9666.666667
G,2,16,1,12,5,2,1,1,2,0,3,4,12,2,6,2,2,3,1,5,4,1,5,1,2,3,7750
C,1,16,1,12,9,5,5,1,1,3,4,4,12,1,6,3,2,5,5,5,4,2,5,1,2,2,13916.66667
C,2,16,1,12,6,1,1,1,3,0,5,3,13,2,4,3,2,4,4,5,4,1,1,1,3,1,11613.33333
G,7,12,1,7,1,5,5,1,3,0,2,1,9,1,3,5,1,5,5,1,1,5,5,2,1,0,2311.666667
K,2,16,1,12,4,4,1,1,2,0,5,4,12,2,6,2,3,4,2,5,5,1,1,1,5,2,7583.333333
Q,3,13,2,9,9,5,1,2,3,0,2,2,7,1,2,5,1,5,1,5,5,5,5,1,1,1,2166.666667
